Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Net-Zero Committed
AU Optronics Corporation,TW0002409000,Targets Set,Well-below 2°C,2025,No
"Eco Plan Co., Ltd.",,Targets Set,1.5°C,2030,No
Brixmor Property Group,US11120U1051,Targets Set,1.5°C,2030,No
Fever-Tree,GB00BRJ9BJ26,Targets Set,1.5°C,2030,No
Kontoor Brands,US50050N1037,Committed,,,No
Livent,US53814L1089,Committed,,,Yes
Electrocomponents,GB0003096442,Committed,,,No
BMT,,Committed,,,Yes
Mazars LLP,,Committed,,,No
Sarena Textile Industries (Pvt.) Ltd.,,Committed,,,Yes
Viñedos Emiliana S.A.,CLP1744K1070,Targets Set,1.5°C,2030,No
Di Luca & Di Luca AB,,Targets Set,1.5°C,2030,No
Blue Sky Botanics,,Targets Set,1.5°C,2030,No
Colt Group Holdings Limited,,Targets Set,1.5°C,"2030, 2025",No
Aramex Group,,Committed,,,No
EPL Ltd.,,Committed,,,No
PJSC Uralkali,,Committed,,,No
Chunghwa Telecom Co. Ltd.,,Committed,,,No
Amalgamated Construction Ltd,,Committed,,,No
Franke Group,,Committed,,,No
"InQube Global (Pvt) Ltd,",,Committed,,,Yes
Robert Bird Group,,Committed,,,Yes
SecuriGroup Limited,,Committed,,,Yes
Allford Hall Monaghan Morris Limited,,Committed,,,Yes
Profile Security Services Ltd,,Committed,,,Yes
Condé Nast,,Committed,,,No
Soorty Enterprises (Pvt) Ltd.,,Committed,,,Yes
Hill & Smith Holdings PLC,,Committed,,,No
MITCON Consultancy & Engineering Services Limited,,Targets Set,1.5°C,2030,No
Persimmon PLC,,Targets Set,1.5°C,2030,No
Valmet,,Targets Set,1.5°C,2030,No
Next plc,,Targets Set,1.5°C,2030,No
IQVIA Holdings Inc,US46266C1053,Committed,,,No
China Shengmu Organic Milk Limited,KYG2117U1022,Committed,,,Yes
"Rock Paint Co., Ltd",JP3984400006,Committed,,,No
NTT Ltd.,,Committed,,,No
Jan De Nul Group,,Committed,,,Yes
Solita Oy,,Committed,,,No
Envision Group,,Committed,,,Yes
FNZ Ltd,,Committed,,,Yes
Redrow plc,GB00BG11K365,Committed,,,Yes
VINCI Construction UK Ltd,,Committed,,,Yes
GRAHAM,US3845561063,Committed,,,Yes
Booz Allen Hamilton Holding Corporation,US0995021062,Committed,,,Yes
TIER Mobility GmbH,,Committed,,,Yes
Dürr AG,,Targets Set,1.5°C,2030,Yes
COLAS Ltd,,Targets Set,1.5°C,2030,No
"Nissan Motor Co., Ltd.",,Targets Set,Well-below 2°C,2030,Yes
Experian,GB00B19NLV48,Targets Set,1.5°C,2030,No
"TSUYAKIN, Inc.",,Targets Set,1.5°C,2030,No
ITR Concession Company LLC,,Targets Set,1.5°C,2030,No
"TOYOKOKA Co., Ltd.",,Targets Set,1.5°C,2030,No
Grimshaw,,Targets Set,1.5°C,2030,No
Société Foncière Lyonnaise,FR0000033409,Targets Set,1.5°C,2030,No
Moonpig Group plc,,Targets Set,1.5°C,2030,No
Vestre AS,,Targets Set,1.5°C,2030,No
CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte,,Targets Set,Well-below 2°C,2030,No
"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,No
Larsen & Toubro Infotech Ltd.,INE214T01019,Committed,,,No
Kikkoman Corporation,JP3240400006,Committed,,,No
Fedrigoni Group,,Committed,,,No
Goodman CE,,Targets Set,1.5°C,2030,No
thyssenkrupp Steel Europe AG,,Committed,,,Yes
Lindström Group,,Committed,,,Yes
"Lyft, Inc.",US55087P1049,Committed,,,No
Demant A/S,DK0060738599,Committed,,,No
"NW Commonwealth, LLC (dba Wyld & Wyld CBD)",,Committed,,,Yes
Cushman & Wakefield,GB00BFZ4N465,Targets Set,1.5°C,"2030, 2025",Yes
Silentnight Group,,Committed,,,No
Centrica,GB00B033F229,Committed,,,No
Boral Limited,AU000000BLD2,Targets Set,1.5°C,,Yes
Votorantim Cimentos,BRFDS02YOV62,Committed,,,Yes
Dunelm Group PLC,GB00B1CKQ739,Committed,,,Yes
Harch Inc.,,Targets Set,1.5°C,2030,No
"KAIHO INDUSTRY CO., LTD.,",,Targets Set,1.5°C,2030,No
KINGS INTERNATIONAL LTD,,Targets Set,1.5°C,2030,No
Rise Co.Ltd.,,Targets Set,1.5°C,2030,No
Grupo Cooperativo Cajamar,,Committed,,,Yes
Keysight Technologies,US49338L1035,Committed,,,No
Anabas UK2 Ltd,,Committed,,,No
ENAV Group,IT0005176406,Targets Set,1.5°C,2030,No
Delta Air Lines,US2473617023,Committed,,,Yes
Hop Lun,,Committed,,,Yes
SMEC ANZ,,Committed,,,No
Breitling,,Committed,,,No
Smiths Group PLC,GB00B1WY2338,Committed,,,Yes
Arezzo & Co,BRARZZACNOR3,Committed,,,Yes
Knight Frank LLP (UK),,Committed,,,No
EllisDon Corporation,,Committed,,,No
"United Airlines, Inc.",US9100471096,Committed,,,Yes
Nationwide Building Society,GB00BBQ33664,Committed,,,No
Kordsa Teknik Tekstil A.Ş,TRAKORDS91B2,Committed,,,Yes
"Yutong Bus Co., Ltd.",CNE000000PY4,Committed,,,Yes
Suzano S/A,BRSUZBACNOR0,Committed,,,No
VolkerWessels UK,,Committed,,,Yes
Spectris plc,GB0003308607,Targets Set,1.5°C,2030,No
Verdani Partners,,Targets Set,1.5°C,2030,No
Drop Inc.,,Targets Set,1.5°C,2030,No
Don't Cry Wolf Limited,,Targets Set,1.5°C,2030,No
Ditrolic Energy Holdings Sdn. Bhd,,Targets Set,1.5°C,2030,No
Spark New Zealand,NZTELE0001S4,Targets Set,1.5°C,"2030, 2026",No
Restaurant Brands International Inc.,CA76131D1033,Targets Set,1.5°C,2030,Yes
L’OCCITANE INTERNATIONAL SA,LU0501835309,Committed,,,No
Allegro,,Committed,,,No
Eckes-Granini Group GmbH,,Targets Set,1.5°C,2030,No
JAB Holding Company,,Targets Set,1.5°C,,No
Vestiaire Collective,,Committed,,,No
2degrees,,Committed,,,No
"ROHM Co., Ltd.",JP3982800009,Targets Set,1.5°C,2030,No
Lynas Rare Earths Limited,AU000000LYC6,Committed,,,No
Abel & Cole Ltd.,,Committed,,,No
ServiceNow Inc.,US81762P1021,Targets Set,1.5°C,2026,No
Bursa Malaysia Berhad,,Committed,,,Yes
Buckingham Group Contracting Ltd,,Committed,,,Yes
Companhia Paranaense de Energia - COPEL,BRCPLEACNPB9,Committed,,,No
Inghams Group Ltd,AU000000ING6,Committed,,,No
"Tapestry, Inc.",US8760301072,Committed,,,Yes
Terra Alpha Investments LLC,,Targets Set,1.5°C,,Yes
EV Cargo,,Committed,,,No
LeasePlan Corporation N.V.,XS2003473829,Committed,,,Yes
AMAGGI,,Committed,,,Yes
Chevron Traffic Management,,Committed,,,No
Formula E Championship,,Targets Set,1.5°C,2030,No
S2S Electronics Ltd,,Targets Set,1.5°C,2030,No
Citycon Oyj,FI4000369947,Targets Set,1.5°C,2030,No
See Group,,Targets Set,1.5°C,2030,No
Sabey Data Centers,,Targets Set,1.5°C,2030,No
Norstedts Förlagsgrupp AB,,Targets Set,1.5°C,2030,No
SydGrönt Ekonomisk Förening,,Targets Set,1.5°C,2030,No
"Merck & Co., Inc.",,Targets Set,1.5°C,2030,No
"BD (Becton, Dickinson & Company)",,Committed,,,No
American Express Company,,Committed,,,No
Marriott International,,Committed,,,Yes
CIECH S.A.,PLCIECH00018,Committed,,,No
Lennox International Inc.,US5261071071,Targets Set,Well-below 2°C,2034,No
Emtec Group,,Committed,,,No
"The Hain Celestial Group, Inc.",US4052171000,Committed,,,No
Solar A/S,,Committed,,,No
Bidfood,,Committed,,,No
Parker Hannifin Corporation,US7010941042,Committed,,,No
COFRA Holding AG,,Committed,,,No
OneTrust,,Committed,,,No
Sodiaal Union,,Committed,,,No
DocuSign,US2561631068,Committed,,,Yes
Boston Scientific Corporation,US1011371077,Committed,,,Yes
Akamai Technologies INC,US00971T1016,Committed,,,Yes
Eurovia UK Ltd,,Committed,,,Yes
Flutter Entertainment plc,IE00BWT6H894,Committed,,,No
M&C Saatchi PLC.,,Committed,,,No
Storskogen Group,,Committed,,,Yes
Stagecoach Group plc,GB00B6YTLS95,Committed,,,Yes
Tvilum A/S,,Committed,,,No
Palo Alto Networks,US6974351057,Committed,,,Yes
British Business Bank plc,,Committed,,,Yes
Perfetti Van Melle,,Committed,,,No
Intertape Polymer Group Inc.,CA4609191032,Committed,,,No
Atria plc,FI0009006548,Committed,,,No
ADIENT plc,IE00BD845X29,Committed,,,No
Metrolina Greenhouses Inc,,Committed,,,No
FGV Holdings Berhad,MYL5222OO004,Committed,,,Yes
Clarke Telecom,,Committed,,,Yes
Desjardins Group,CA31430WDW16,Committed,,,Yes
Everlane,,Targets Set,1.5°C,2030,Yes
Allbirds,,Targets Set,1.5°C,2030,No
CLP Holdings Limited,HK0002007356,Targets Set,Well-below 2°C,2030,No
"DMG Mori Co., Ltd.",,Targets Set,1.5°C,2030,No
Arthur D. Little,,Committed,,,No
Nobina AB,SE0007185418,Committed,,,No
Alpin Çorap San. Ve Tic. A.Ş,,Committed,,,No
Vöslauer Mineralwasser GmbH,,Committed,,,No
Dyer & Butler,,Committed,,,No
Trainline plc,GB00BKDTK925,Committed,,,Yes
MAN Truck & Bus SE,,Committed,,,Yes
Winnebago Industries,US9746371007,Committed,,,Yes
Eurostar International Ltd,,Committed,,,Yes
Ipsen SA,FR0010259150,Committed,,,Yes
CASALUKER S.A,,Committed,,,Yes
LUKER AGRÍCOLA,,Committed,,,Yes
Heinzel Holding GmbH,,Committed,,,Yes
Colliers International,CA1946931070,Committed,,,No
Woori Financial Group,KR7316140003,Committed,,,Yes
Eisai Europe Limited,,Committed,,,Yes
BAT,GB0002875804,Committed,,,Yes
Genuit Group plc,,Committed,,,Yes
Bunzl plc,GB00B0744B38,Committed,,,Yes
Crest Nicholson plc,GB00B8VZXT93,Committed,,,Yes
Victrex plc,GB0009292243,Committed,,,Yes
Dr.Martens plc,,Committed,,,Yes
Teknikum Group Ltd.,,Committed,,,No
Casa Rica Mercado Gourmet - ALES S.A,,Committed,,,Yes
VISTEON CORPORATION,US92839U2069,Committed,,,No
Bboxx Ltd.,,Committed,,,No
Kainos Group plc,GB00BZ0D6727,Committed,,,Yes
INNIO Group Holding GmbH,,Committed,,,No
Severfield plc,GB00B27YGJ97,Committed,,,Yes
Unipart Group Limited,,Committed,,,Yes
Loxam,FR0004032936,Committed,,,Yes
THG PLC,GB00BMTV7393,Committed,,,Yes
Springer Nature,,Committed,,,Yes
Diös Fastigheter,SE0001634262,Targets Set,1.5°C,2030,No
Corvaglia Closures Eschlikon AG,,Targets Set,1.5°C,2030,No
"Sanki Kosakusho Co., Ltd",,Targets Set,1.5°C,2030,No
Erevista Inc,,Targets Set,Well-below 2°C,2030,No
h&z Unternehmensberatung,,Targets Set,1.5°C,2030,No
MSQ Partners Group Limited,,Targets Set,1.5°C,"2026, 2030",No
Heathrow Airport,,Committed,,,Yes
En+ Group,,Committed,,,No
CEZ Group,,Committed,,,Yes
Investindustrial,,Targets Set,1.5°C,"2026, 2030",No
Equity Residential,,Committed,,,No
Ringway Jacobs Ltd,,Committed,,,No
AT & S (Austria Technologie und Systemtechnik AG),,Committed,,,No
Danish Crown,,Committed,,,No
Mediahuis,,Committed,,,Yes
Norron Asset Management,,Committed,,,No
Chilexpress S.A.,,Committed,,,Yes
Empresas CMPC S.A.,,Committed,,,Yes
Polpaico BSA,,Committed,,,Yes
KFC UK & Ireland,,Committed,,,Yes
Vp plc,GB0009286963,Committed,,,Yes
Ordina,,Committed,,,No
Viessmann Group GmbH & Co. KG,,Committed,,,Yes
TD SYNNEX,,Committed,,,Yes
FM Logistic,,Committed,,,Yes
Hachette UK LTD,,Committed,,,No
Ground Control Ltd,,Committed,,,Yes
FSN Capital Partners,,Targets Set,1.5°C,"2026, 2030",Yes
Guardian Media Group plc,,Committed,,,No
Materialise N.V.,US57667T1007,Committed,,,Yes
Abt Associates Inc.,,Committed,,,Yes
LTP Group A/S,,Committed,,,No
Construcciones y Auxiliar de Ferrocarriles S.A.,ES0121975009,Committed,,,Yes
Stockland Corporation Limited and Stockland Trust,AU000000SGP0,Committed,,,Yes
Spirax-Sarco Engineering plc,GB00BWFGQN14,Committed,,,Yes
Hoare Lea LLP,,Committed,,,No
Ivanhoé Cambridge,,Committed,,,Yes
GoCardless,,Committed,,,Yes
"Henry Schein, Inc.",US8064071025,Committed,,,Yes
Saab AB,SE0000112385,Committed,,,Yes
3B-Fibreglass,,Committed,,,Yes
Transpennine Express,,Committed,,,Yes
Amey UK plc,,Committed,,,Yes
Rathbone Brothers plc,GB0002148343,Committed,,,Yes
Moët Hennessy,,Targets Set,1.5°C,"2030, 2025",No
C.V.O. International,,Targets Set,1.5°C,2030,No
Ib Andresen Industri A/S,,Targets Set,1.5°C,2030,No
Hauser & Wirth,,Targets Set,1.5°C,2030,No
Leap Media LTD,,Targets Set,1.5°C,2030,No
"Anhui Yugong wear resistant material technology Co., Ltd.",,Targets Set,1.5°C,2030,No
SOCAPS,,Targets Set,1.5°C,2030,No
Jysk Display A/S,,Targets Set,1.5°C,2030,No
CHS Agency,,Targets Set,1.5°C,2030,No
NGW Energia SpA SB,,Targets Set,1.5°C,2030,No
Peking Handicraft Inc.,,Targets Set,1.5°C,2030,No
Guerlain,,Targets Set,1.5°C,"2030, 2025",No
Greencore Group plc,IE0003864109,Targets Set,1.5°C,2030,No
AVRIL SCA,,Committed,,,No
"Mercari, Inc.",JP3921290007,Committed,,,No
Squire Patton Boggs UK LLP,,Committed,,,No
Shiseido Company Limited,JP3351600006,Targets Set,Well-below 2°C,2030,No
A&L Goodbody,,Committed,,,No
Teejay Lanka PLC,LK0394N00003,Committed,,,No
Knowit Group,SE0000421273,Targets Set,1.5°C,2026,No
"Bunka Shutter Co., Ltd.",JP3831600006,Committed,,,No
New Look Retailers Ltd,,Committed,,,No
Hero Group,,Committed,,,No
Resolute Forest Products,US76117W1099,Committed,,,No
Eddie Stobart,,Committed,,,No
Wizz Air Holdings Plc.,JE00BN574F90,Committed,,,No
Palantir Technologies Inc.,US69608A1088,Committed,,,No
Apraava Energy Private Limited,,Committed,,,No
SVOLT Energy Technology,,Committed,,,No
Octopus Energy Group Limited,,Committed,,,Yes
Public Service Enterprise Group Inc.  (PSEG),US7445731067,Committed,,,No
The Wendy's Company,US95058W1009,Committed,,,No
Splunk Inc.,US8486371045,Committed,,,Yes
BearingPoint,,Committed,,,No
Perkins & Will UK Ltd.,,Committed,,,Yes
"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.",,Committed,,,Yes
"H.U. Group Holdings, Inc.",JP3822000000,Committed,,,Yes
ViacomCBS,US92556H2067,Committed,,,Yes
Iberostar Hotels and Resorts,,Committed,,,Yes
Zenith Automotive Holdings Ltd,,Committed,,,Yes
AL-RAHIM TEXTILE INDUSTRIES,,Committed,,,Yes
Siddiqsons Limited,,Committed,,,Yes
"Skidmore, Owings and Merrill LLP",,Committed,,,No
Toyota Material Handling Europe,,Committed,,,Yes
Rémy Cointreau,FR0000130395,Committed,,,Yes
Unity Software Inc,US91332U1016,Committed,,,Yes
Hela Clothing,,Committed,,,Yes
"TCE Jeans Co., Ltd",,Committed,,,No
Whitbread PLC,GB00B1KJJ408,Committed,,,Yes
Majid Al Futtaim,,Committed,,,Yes
Buyer’s Edge Platform,,Targets Set,1.5°C,2030,No
Action Sustainability (Trading) Ltd,,Targets Set,1.5°C,2030,No
Trossa AB,,Targets Set,1.5°C,2030,No
ASOS plc,GB0030927254,Targets Set,1.5°C,"2031, 2026",No
COLAS SA,,Targets Set,Well-below 2°C,2030,No
EnBW Energie Baden-Württemberg AG,,Committed,,,No
Humana Inc.,,Committed,,,No
Innolux Corporation,,Committed,,,No
Teva Pharmacuetical Industries LTD,,Committed,,,No
Infrabel n.v.,,Committed,,,No
Bulten AB,,Committed,,,No
Kongsberg Gruppen ASA,NO0003043309,Committed,,,No
NV Bekaert SA,BE0974258874,Committed,,,Yes
SQM,,Committed,,,No
Artistic Garment Industries (AGI Denim),,Committed,,,Yes
Qingdao Haier Special Freezer,,Committed,,,Yes
SPL Powerlines UK Ltd,,Committed,,,No
Fastighets AB Balder,,Committed,,,Yes
Uniserve,,Committed,,,Yes
"Okta, Inc",,Committed,,,No
Mayr-Melnhof Karton AG,,Committed,,,No
Harmony Gold Mining Company Limited,,Committed,,,Yes
MTN Group Limited,,Committed,,,No
Stockmann Oyj Abp,,Committed,,,No
Autostrade per l’Italia,,Committed,,,Yes
DWS Group GmbH & Co. KGaA,,Committed,,,Yes
Advania Sweden AB,,Committed,,,Yes
Cultivo Land PBC,,Committed,,,No
Cabify,,Committed,,,Yes
Montagu Private Equity LLP,,Committed,,,No
Mahmood Group,,Committed,,,Yes
Gul Ahmed Textile Mills Limited,,Committed,,,Yes
GN Store Nord A/S,,Committed,,,Yes
OVS SpA,,Committed,,,No
"HYUNDAI MOBIS Co.,Ltd.",,Committed,,,Yes
"Patagonia, Inc.",,Committed,,,Yes
Cemminerals,,Targets Set,Well-below 2°C,2030,No
Elektro-Isola A/S,,Targets Set,1.5°C,2030,No
Avery Dennison Corporation,,Targets Set,1.5°C,2030,No
Polymetal International plc,,Committed,,,No
Staples Inc.,,Committed,,,No
Lineas NV,,Committed,,,No
Deloitte Poland,,Committed,,,No
Air France - KLM Group,,Committed,,,No
Alcumus,,Committed,,,No
The Central America Bottling Corporation (cbc),,Committed,,,No
Triton Investment Management Limited,,Committed,,,No
MYTILINEOS S.A.,,Committed,,,No
Corning Incorporated,,Committed,,,No
Sweaty Betty Limited,,Committed,,,No
Starling Bank,,Committed,,,No
TPG Telecom Limited,,Committed,,,Yes
WH Smith PLC,,Committed,,,No
Element Materials Technology,,Committed,,,Yes
Clifford Chance LLP,,Committed,,,Yes
PALFINGER AG,,Committed,,,No
David Brown Santasalo,,Committed,,,No
Speedy services,,Committed,,,No
QIAGEN N.V.,,Committed,,,Yes
Pictet Group,,Committed,,,Yes
SANDEN Group,,Committed,,,No
BITĖ Group,,Committed,,,No
Minto Properties Inc,,Committed,,,No
Minto Apartment REIT,,Committed,,,No
Tesla Inc.,,Committed,,,No
Finsbury Glover Hering,,Committed,,,Yes
DEKRA SE,,Committed,,,No
Pakistan Cables Limited,,Committed,,,Yes
DNV AS,,Committed,,,Yes
Ausgrid,,Committed,,,Yes
"Criotec, S.A. de C.V.",,Committed,,,No
Aviatur S.A.S.,,Committed,,,No
ISKO Denim,,Committed,,,No
"New Balance Athelics, Inc",,Committed,,,No
Mambu,,Committed,,,Yes
Pennon Group,,Committed,,,Yes
Crescent Bahuman Limited (CBL),,Committed,,,No
Owen Mumford Ltd,,Committed,,,Yes
McCann Worldgroup,,Committed,,,No
Qualcomm Incorporated,,Committed,,,Yes
USM U.Schaerer Sons ltd.,,Committed,,,No
MTD KB,,Committed,,,Yes
Atlas Honda Limited,,Committed,,,Yes
Cognizant,,Committed,,,No
William Hare Ltd,,Committed,,,No
Premier Foods PLC,,Committed,,,Yes
Pakistan Services Limited,,Committed,,,No
Brompton Bicycle Limited,,Committed,,,Yes
Coolfinity International B.V.,,Committed,,,Yes
Ndevr Environmental,,Targets Set,1.5°C,2030,Yes
American Tower Corporation,,Targets Set,Well-below 2°C,2035,No
Atlas Copco AB,,Targets Set,1.5°C,2030,No
Siemens Healthineers AG,,Targets Set,1.5°C,2030,No
Avara Foods Ltd,,Targets Set,1.5°C,2030,No
Lamington Group,,Targets Set,1.5°C,2030,No
ASL Global Limited,,Targets Set,1.5°C,2030,No
Omnicom Group,,Committed,,,No
Altor Equity Partners,,Committed,,,No
Bregal Investments,,Targets Set,1.5°C,"2025, 2030",No
Astorg,,Targets Set,1.5°C,"2025, 2030",No
Intermediate Capital Group,,Targets Set,1.5°C,"2026, 2030",No
Hg Capital,,Targets Set,1.5°C,2026,No
Graham Packaging,,Committed,,,No
American Express Global Business Travel,,Committed,,,No
EirGrid Group,,Committed,,,No
CANPACK Group,,Committed,,,No
Simmons & Simmons,,Committed,,,No
Grant Thornton LLP,,Committed,,,No
Macrotech Developers Limited,,Committed,,,No
Labcorp,,Committed,,,No
Lacoste,,Committed,,,No
"JB Financial Group Co., Ltd.",,Committed,,,No
P&C Insurance Holding Ltd. (publ),,Committed,,,No
Greenfood AB,,Committed,,,No
Euronext,,Committed,,,Yes
Masood Roomi,,Committed,,,Yes
Domino's Pizza Enterprises Ltd,,Committed,,,Yes
Boortmalt Group,,Committed,,,No
Origin Enterprises plc,,Committed,,,No
Svenska Handelsbanken publ.,,Committed,,,Yes
Mercedes-Benz Grand Prix Ltd,,Committed,,,Yes
AJE GROUP,,Committed,,,No
easyJet plc,,Committed,,,Yes
Tikehau Capital,,Committed,,,No
Esmaltec S.A.,,Committed,,,Yes
High Speed Two Ltd.,,Committed,,,No
Ovako AB,,Committed,,,No
Heraeus Precious Metals,,Committed,,,Yes
"Fogel de Centroamerica, S.A.",,Committed,,,No
Metalfrio Solutions S.A.,,Committed,,,No
Norton Rose Fulbright LLP,,Committed,,,Yes
Ugur Cooling Inc. Co.,,Committed,,,No
"Ensinger GmbH, Germany",,Committed,,,Yes
L&T Technology Services Limited (LTTS),,Committed,,,Yes
Qontigo GmbH,,Committed,,,Yes
Dynapack Asia,,Committed,,,No
Elenia Oy and Elenia Verkko Oyj,,Committed,,,Yes
AENA S.M.E. S.A.,,Committed,,,Yes
Marvell Technologies,,Committed,,,Yes
Dunlop Protective Footwear B.V.,,Committed,,,No
Stylers International Limited,,Committed,,,No
Archroma International Ltd,,Committed,,,Yes
Baringa Partners LLP,,Committed,,,Yes
SwissChem AG,,Committed,,,No
Liberty Mills Limited,,Committed,,,No
FRIGOGLASS S.A.I.C.,,Committed,,,No
LC Packaging International BV,,Committed,,,No
LF Logistics Management,,Committed,,,Yes
Universal Music Group N.V.,,Committed,,,No
Renishaw plc,,Committed,,,Yes
"Agilent Technologies, Inc",,Committed,,,Yes
CMA CGM S.A.,,Committed,,,No
Atlantica Sustainable Infrastructure PLC,,Targets Set,Well-below 2°C,2035,No
Deckers Brands,,Targets Set,1.5°C,2030,No
Genpact,,Committed,,,Yes
NS,,Committed,,,Yes
Metrics Credit Partners,,Committed,,,Yes
Moneysupermarket.com Group PLC,,Committed,,,Yes
Randstad N.V.,,Committed,,,Yes
Hertz,,Committed,,,Yes
Aramark,,Committed,,,Yes
LF Logistics Management Limited,,Committed,,,Yes
The RMR Group LLC,,Committed,,,Yes
Alperia SpA,,Committed,,,Yes
"JinkoSolar Holding Co., Ltd",,Committed,,,Yes
"Pyxus International, INC",,Committed,,,Yes
Mobsta Ltd,,Committed,,,Yes
Silver Fern Farms Limited,,Committed,,,No
"Hallmark, Incorporated",,Committed,,,No
Zadig&Voltaire,,Committed,,,No
Aristocrat Leisure Limited,,Committed,,,No
Sodexo Limited,,Targets Set,1.5°C,2030,Yes
LEO Pharma A/S,,Committed,,,No
Evoqua Water Technologies,,Committed,,,No
Merck KGaA,,Committed,,,No
YIT Oyj,,Committed,,,No
Nordic Milk OÜ,,Committed,,,No
HSB Riksförbund ekonomisk förening,,Committed,,,No
H+H International A/S,,Targets Set,1.5°C,2030,No
Unilin Group,,Committed,,,No
ALD,,Committed,,,Yes
GlobalData,,Committed,,,Yes
Waterman Group Plc,,Committed,,,Yes
Macintyre Hudson LLP,,Committed,,,Yes
"Daiseki Co., Ltd.",,Committed,,,No
MICHEL TRANSPORTEURS ASSOCIES (MTA),,Committed,,,Yes
Wates Group Limited,,Committed,,,Yes
Specialist Computer Centres PLC,,Committed,,,Yes
Bendigo and Adelaide Bank Limited,,Committed,,,Yes
Bugaboo,,Committed,,,Yes
Plenish Drinks,,Committed,,,Yes
Hellenic Cables,,Committed,,,Yes
Nishat Mills Ltd. (Apparel Division),,Committed,,,Yes
The Carey Group Ltd,,Committed,,,Yes
Royal HaskoningDHV,,Committed,,,Yes
Armando Alvarez Group,,Committed,,,Yes
Epiroc AB,,Targets set,1.5°C,2030,Yes
"Jiangsu Bono Casting        Co., Ltd.",,Targets set,1.5°C,2030,Yes
LCL NV,,Targets set,1.5°C,2030,Yes
"SHINWA CONSTRUCTION CO., LTD",,Targets set,1.5°C,2030,Yes
Zenobe Energy,,Targets set,1.5°C,2030,Yes
Siltronic AG,DE000WAF3001,Committed,1.5°C,2030,Yes
SECURECORP PTY LTD,,Committed,,,Yes
Vita Group Unlimited,,Committed,,,Yes
Haldex,SE0000105199,Committed,,,Yes
Veritas Asset Managment LLP,,Committed,,,Yes
TCS Group Holding plc,US87238U2033,Committed,,,Yes
Clipper Logistics Plc,,Committed,,,Yes
LEGERO Schuhfabrik Gesellschaft m.b.H.,,Committed,,,Yes
Communisis Limited,,Committed,,,Yes
Bari Textile Mills Pvt. Limited.,,Committed,,,Yes
"L’OCCITANE INTERNATIONAL SA, Luxembourg, SUCCURSALE DE PLAN DES OUATES",LU0501835309,Committed,,,Yes
Braathens Regional Airlines (BRA) AB,,Committed,,,Yes
Millicom International Cellular S.A.,SE0012454841,Committed,,,Yes
ALPHA INDO NUSA,,Committed,,,Yes
ERI,,Committed,,,Yes
Gymshark Group Limited,,Committed,,,Yes
Embotelladoras Bolivianas Unidas S.A.,,Committed,,,Yes
Gelopar Refrigeração Paranaense Ltda,,Committed,,,Yes
Spendrups Bryggeri AB,,Committed,,,No
United Microelectronics Corporation,TW0002303005,Committed,,,No
Nanya Technology Corporation,TW0002408002,Committed,,,No
Gina Tricot,,Committed,,,No
Umicore,BE0974320526,Committed,,,No
Le Bélier,,Committed,,,No
AGRIAL,,Committed,,,No
USG Corporation,,Committed,,,No
Seasalt Limited,,Committed,,,No
Manitou Group,FR0000038606,Committed,,,No
"Graphic Packaging International, LLC",US3886891015,Committed,,,No
ALTEN,FR0000071946,Committed,,,No
Konecta,,Committed,,,No
Bunge Limited,,Targets Set,Well-below 2°C,2030,No
Choice Properties REIT,CA17039A1066,Committed,,,Yes
SCC Plc,,Committed,,,Yes
Alibaba Group Holding Limited,,Committed,,,Yes
"American Axle & Manufacturing, Inc.",US0240611030,Committed,,,Yes
Axiata Group Berhad,MYL6888OO001,Committed,,,Yes
REMA 1000 NORGE AS,,Committed,,,Yes
Korea Agro-Fisheries & Food Trade Corporation,,Committed,,,Yes
BADER GmbH & Co. kG,,Committed,,,No
FashionCube,,Committed,,,No
Axcel Management,,Committed,,,No
Bank Ochrony Środowiska S.A.,PLBOS0000019,Committed,,,No
"Cheng Uei Precision Industry Co., Ltd (Foxlink)",TW0002392008,Committed,,,No
Trischel Fabric (Pvt) Ltd.,,Committed,,,No
Hang Lung Properties Ltd.,,Committed,,,Yes
ConvaTec,GB00BD3VFW73,Committed,,,No
Atlantia S.p.A.,IT0003506190,Committed,,,No
Xylem Inc.,,Committed,,,Yes
CIeNET,,Committed,,,Yes
Alun Griffiths (Contractors) Ltd,,Committed,,,Yes
MIZUNO CORPORATION,JP3905200006,Committed,,,Yes
Bonnier News,,Committed,,,Yes
Royal Unibrew,DK0060634707,Committed,,,Yes
Domino's Pizza Group plc,GB00BYN59130,Committed,,,Yes
d-fine,,Committed,,,Yes
Celxpert Energy Corporation,TW0003323002,Committed,,,No
Infarm,,Committed,,,Yes
Carbon Free Consulting Corporation,,Targets Set,Well-below 2°C,2030,No
VLS ENDUSTRIYEL SATIS LTD STI,,Targets Set,Well-below 2°C,2030,No
"SANSHUZEN INDUSTRIAL MFG., INC.",,Targets Set,1.5°C,2030,No
"SAKAKIBARA SEIKI CO., LTD",,Targets Set,1.5°C,2030,No
CJCHT Groups,,Targets Set,1.5°C,2030,No
Coop amba,,Targets Set,1.5°C,2030,No
AIA Group Limited,HK0000069689,Committed,,,No
